cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
01240-000;-23.5440886;-46.65801279999999;02116-000;-23.522351800000006;-46.5872261
04846-000;-23.7570314;-46.67657;05010-000;-23.5381495;-46.6752459
05075-000;-23.5213483;-46.7075223;04531-000;-23.5810457;-46.6756578
05351-000;-23.5587451;-46.76027029999999;04006-000;-23.5777562;-46.6476041
04689-000;-23.6693518;-46.6924156;03552-000;-23.5374612;-46.5038626
03453-000;-23.5681411;-46.509688;05345-000;-23.5547256;-46.7424773
04646-000;-23.6433516;-46.67480670000001;03195-000;-23.5665706;-46.5879757
08275-000;-23.568724300000003;-46.475454;08490-000;-23.590874600000006;-46.408076
09070-000;-23.65661;-46.553952;04917-000;-23.6891723;-46.74905829999999
02218-000;-23.486616100000006;-46.5846633;04830-000;-23.7307798;-46.6983522
02130-000;-23.507854100000007;-46.5848361;05726-000;-23.6195342;-46.73485609999999
03381-000;-23.5786509;-46.5350777;03346-000;-23.5599918;-46.5724255
03361-000;-23.5709567;-46.5309696;03504-000;-23.5361922;-46.53986159999999
03937-000;-23.5859836;-46.50101189999999;04693-000;-23.6760593;-46.6860502
04904-000;-23.6702544;-46.7355044;04671-000;-23.653649100000006;-46.68456610000001
08320-000;-23.6244728;-46.4758366;02432-000;-23.4856728;-46.6354706
08235-000;-23.5184016;-46.458015;03260-000;-23.6052566;-46.51927050000001
02318-000;-23.4497089;-46.5873123;04606-000;-23.6223312;-46.676758
03425-000;-23.5510699;-46.53856649999999;01132-000;-23.5230613;-46.6489232
02318-000;-23.4497089;-46.5873123;03281-000;-23.5819618;-46.5522873
05008-000;-23.5385451;-46.6690123;03211-000;-23.5995541;-46.5511073
03607-000;-23.5206304;-46.5440289;02143-000;-23.5082792;-46.57540059999999
03180-000;-23.561388600000004;-46.5876735;04547-000;-23.6015892;-46.67552979999999
04846-000;-23.7570314;-46.67657;03244-000;-23.601002;-46.5394541
04776-000;-23.6800642;-46.70624129999999;01404-000;-23.566854100000004;-46.6541039
03312-000;-23.5437272;-46.5614093;02561-000;-23.493239000000006;-46.67519979999999
03889-000;-23.5170405;-46.4762808;02435-000;-23.4807722;-46.6384544
08485-000;-23.596900100000006;-46.40456349999999;04913-000;-23.677088;-46.7399915
03733-000;-23.5116736;-46.52692649999999;04715-000;-23.6367564;-46.6928862
03581-000;-23.552807;-46.4975467;04021-000;-23.5937469;-46.641518
03515-000;-23.5381596;-46.5279816;04249-000;-23.6178278;-46.5999675
08340-000;-23.5986079;-46.4644024;01312-000;-23.5545787;-46.648763
03591-000;-23.550918600000006;-46.48036200000001;04042-000;-23.6025765;-46.6380467
05778-000;-23.6418031;-46.74865629999999;02034-000;-23.5033329;-46.62354439999999
02931-000;-23.496016;-46.7108518;01422-000;-23.566036;-46.6586142
08330-000;-23.6104872;-46.4724283;03962-000;-23.6022148;-46.4782441
03361-000;-23.5709567;-46.5309696;04101-000;-23.5741677;-46.6404123
03934-000;-23.590534100000006;-46.5016675;05119-000;-23.4974503;-46.73553029999999
02167-000;-23.5118949;-46.57488679999999;04447-000;-23.6924917;-46.6611625
02992-000;-23.4518799;-46.730604;04678-000;-23.6708901;-46.6807956
02017-000;-23.5000629;-46.6302681;01155-000;-23.5313116;-46.6609642
08280-000;-23.5571559;-46.4665158;03251-000;-23.6084914;-46.5340351
04913-000;-23.677088;-46.7399915;01309-000;-23.5569581;-46.65896770000001
05116-000;-23.5122465;-46.7472719;03263-000;-23.5875131;-46.54695770000001
04904-000;-23.6702544;-46.7355044;04252-000;-23.6134504;-46.5993648
01022-000;-23.5448448;-46.6334325;05047-000;-23.5260184;-46.69521870000001
02521-000;-23.5025043;-46.66329320000001;08030-000;-23.5055773;-46.42248710000001
04232-000;-23.610199800000004;-46.5951461;05712-000;-23.6149906;-46.72631810000001
02022-000;-23.507696600000006;-46.6379525;03727-000;-23.499710600000004;-46.512407
04857-000;-23.7865465;-46.6826067;03813-000;-23.4890349;-46.4739139
08280-000;-23.5571559;-46.4665158;01418-000;-23.5655598;-46.6545423
04821-000;-23.7261738;-46.6838141;03513-000;-23.5391078;-46.52408459999999
02017-000;-23.5000629;-46.6302681;03970-000;-23.6135495;-46.4794974
02918-000;-23.4966363;-46.7135128;04366-000;-23.6599073;-46.66630929999999
03905-000;-23.5789139;-46.5144605;05143-000;-23.496315300000006;-46.72246699999999
03758-000;-23.5045804;-46.50001899999999;02937-000;-23.4828877;-46.7205547
02925-000;-23.5008851;-46.69974939999999;04747-000;-23.6585775;-46.7031625
03376-000;-23.577981;-46.5396603;04085-000;-23.6139169;-46.6642333
03139-000;-23.586177;-46.5896669;02550-000;-23.5055305;-46.6710393
04301-000;-23.6219797;-46.63050629999999;05404-000;-23.562062;-46.6832104
08050-000;-23.5041393;-46.4467791;03802-000;-23.495167;-46.48318
03126-000;-23.581913;-46.59102439999999;03061-000;-23.5411689;-46.585666
01259-000;-23.5413415;-46.6870441;05727-000;-23.6195342;-46.73485609999999
02730-000;-23.4994489;-46.6918675;04022-000;-23.5945703;-46.64207929999999
04243-000;-23.6261313;-46.58659;03186-000;-23.5566908;-46.5943868
04652-000;-23.6624547;-46.6643689;05639-000;-23.6091;-46.7399915
02041-000;-23.4921174;-46.61804179999999;05092-000;-23.5152829;-46.71521729999999
03909-000;-23.5869914;-46.5103799;04205-000;-23.5810908;-46.6059157
02967-000;-23.4812342;-46.7077351;03502-000;-23.5353301;-46.5407659
03168-000;-23.5497004;-46.5960461;05036-000;-23.5163686;-46.6905783
03572-000;-23.5728721;-46.4983075;01416-000;-23.5582407;-46.6657133
05330-000;-23.5432281;-46.7500461;02721-000;-23.4714594;-46.6665266
02341-000;-23.474091100000006;-46.6136127;03405-000;-23.53969;-46.55275289999999
03043-000;-23.5521669;-46.6123188;03227-000;-23.5892162;-46.5677875
02132-000;-23.5002125;-46.58108499999999;05001-000;-23.5264533;-46.6734842
03937-000;-23.5859836;-46.50101189999999;01214-000;-23.5384056;-46.64579420000001
02072-000;-23.4999826;-46.6110152;01414-000;-23.5551994;-46.65875339999999
02940-000;-23.4805994;-46.72319870000001;04530-000;-23.5840174;-46.6736548
03905-000;-23.5789139;-46.5144605;03227-000;-23.5892162;-46.5677875
01532-000;-23.5699585;-46.63577739999999;04013-000;-23.5788556;-46.6421748
04401-000;-23.6624547;-46.6643689;05886-000;-23.6866629;-46.795269
05108-000;-23.5084903;-46.761931;03085-000;-23.532074100000006;-46.567621
04941-000;-23.6974206;-46.7790973;05026-000;-23.5314802;-46.6900633
02227-000;-23.479626100000004;-46.5722508;04849-000;-23.7420355;-46.6726679
04821-000;-23.7261738;-46.6838141;04363-000;-23.6482796;-46.669374
08240-000;-23.526461;-46.4455459;08110-000;-23.4972827;-46.4020726
04339-000;-23.666434;-46.64258;05678-000;-23.5987657;-46.7048899
03311-000;-23.5477317;-46.5635172;04515-000;-23.6016424;-46.6639981
05271-000;-23.4294505;-46.79261500000001;05434-000;-23.5556948;-46.6903162
03613-000;-23.5183223;-46.5340162;04902-000;-23.6705503;-46.7297178
03152-000;-23.5858581;-46.5843358;01137-000;-23.5232057;-46.6541839
04417-000;-23.6788078;-46.6349367;01529-000;-23.5675926;-46.6337305
04014-000;-23.5832724;-46.6412965;01529-000;-23.5675926;-46.6337305
03737-000;-23.5074858;-46.513135;02019-000;-23.4984698;-46.6285805
03425-000;-23.5510699;-46.53856649999999;04421-000;-23.6920122;-46.6403652
03978-000;-23.616174800000003;-46.502007;05763-000;-23.6431842;-46.7619836
05012-000;-23.5426269;-46.6740414;04203-000;-23.5839581;-46.6077091
03677-000;-23.5155771;-46.49400439999999;02065-000;-23.5058014;-46.60444100000001
08248-000;-23.5291212;-46.4328496;02011-000;-23.5126857;-46.62629520000001
04054-000;-23.616044;-46.6429234;05350-000;-23.569893;-46.76019429999999
03620-000;-23.511072;-46.5084406;03286-000;-23.5923027;-46.5343784
03201-000;-23.6046349;-46.5684279;04081-000;-23.6086845;-46.66386319999999
04613-000;-23.6138764;-46.66932689999999;03550-000;-23.5328721;-46.5079711
03222-000;-23.5876642;-46.5592895;05085-000;-23.5268239;-46.7288114
04763-000;-23.6686773;-46.7169915;03958-000;-23.5993664;-46.48322160000001
04602-000;-23.6244649;-46.6834867;05010-000;-23.5381495;-46.6752459
02474-000;-23.477487300000004;-46.6544047;03531-000;-23.5411853;-46.5184688
03050-000;-23.544412;-46.61290620000001;03143-000;-23.5904734;-46.5794798
04470-000;-23.7144974;-46.65363720000001;04583-000;-23.6188939;-46.69330160000001
08225-000;-23.5219023;-46.4526581;08450-000;-23.5432735;-46.4044739
05026-000;-23.5314802;-46.6900633;04203-000;-23.5839581;-46.6077091
02218-000;-23.486616100000006;-46.5846633;05118-000;-23.5152634;-46.74640429999999
03402-000;-23.542047600000004;-46.5489521;01313-000;-23.554765600000003;-46.64856530000001
04314-000;-23.6354999;-46.6337305;02022-000;-23.507696600000006;-46.6379525
05351-000;-23.5587451;-46.76027029999999;03360-000;-23.5697294;-46.545334
03168-000;-23.5497004;-46.5960461;05727-000;-23.6195342;-46.73485609999999
01545-000;-23.578237;-46.6216472;05352-000;-23.5445512;-46.7630442
05586-000;-23.5733005;-46.7273775;05136-000;-23.4994131;-46.7468984
04816-000;-23.7052401;-46.68550140000001;02374-000;-23.4543488;-46.6235757
03533-000;-23.5491416;-46.5084406;02940-000;-23.4805994;-46.72319870000001
01031-000;-23.5425893;-46.6346352;02712-000;-23.5048684;-46.6757249
02071-000;-23.5036939;-46.60940460000001;03646-000;-23.526927800000006;-46.52944979999999
02722-000;-23.5027033;-46.6831026;04571-000;-23.6069438;-46.6954541
03633-000;-23.529278;-46.5471732;05849-000;-23.6467713;-46.7635879
04311-000;-23.633986;-46.6379525;05541-000;-23.5884137;-46.74307659999999
02041-000;-23.4921174;-46.61804179999999;04145-000;-23.6164129;-46.63158199999999
04455-000;-23.6807482;-46.67657;03508-000;-23.5360826;-46.53251029999999
04348-000;-23.6460579;-46.6521581;03965-000;-23.6013022;-46.4771675
04142-000;-23.610857;-46.63762360000001;04116-000;-23.59211;-46.6274492
03603-000;-23.5233956;-46.5503256;04294-000;-23.6191473;-46.6072005
01330-000;-23.5589457;-46.6496514;04571-000;-23.6069438;-46.6954541
04167-000;-23.632881;-46.6125018;04205-000;-23.5810908;-46.6059157
03378-000;-23.570835;-46.54151969999999;05635-000;-23.6026202;-46.73493320000001
04163-000;-23.6307908;-46.6144469;04693-000;-23.6760593;-46.6860502
03929-000;-23.6051793;-46.4878665;08441-000;-23.5274073;-46.4032732
03726-000;-23.5005901;-46.5133288;04208-000;-23.5902898;-46.60144469999999
02041-000;-23.4921174;-46.61804179999999;01153-000;-23.5322723;-46.65185510000001
03912-000;-23.5815255;-46.522881;04532-000;-23.583260600000006;-46.6761363
04186-000;-23.6444714;-46.598018;03737-000;-23.5074858;-46.513135
03690-000;-23.527349800000003;-46.4790647;04349-000;-23.6482205;-46.642734
04776-000;-23.6800642;-46.70624129999999;03318-000;-23.545074;-46.56876920000001
03250-000;-23.6037667;-46.5310591;03064-000;-23.5353437;-46.5830194
02652-000;-23.4589495;-46.6536047;01216-000;-23.5336982;-46.647948
05033-000;-23.522723100000004;-46.690466;05833-000;-23.6710455;-46.7587313
04055-000;-23.6171964;-46.6410527;08110-000;-23.4972827;-46.4020726
05409-000;-23.5586809;-46.6748032;05172-000;-23.4813359;-46.7442943
02512-000;-23.5130391;-46.6597146;04119-000;-23.5929439;-46.6351992
02925-000;-23.5008851;-46.69974939999999;03287-000;-23.594805;-46.53486210000001
04014-000;-23.5832724;-46.6412965;03316-000;-23.5430556;-46.56689
02017-000;-23.5000629;-46.6302681;04190-000;-23.650852800000006;-46.6041867
03934-000;-23.590534100000006;-46.5016675;05047-000;-23.5260184;-46.69521870000001
02652-000;-23.4589495;-46.6536047;04662-000;-23.6589169;-46.6990719
04703-000;-23.6231763;-46.6888239;05658-000;-23.6036433;-46.72246699999999
03905-000;-23.5789139;-46.5144605;03171-000;-23.5497004;-46.5960461
03984-000;-23.606902;-46.5094925;05463-000;-23.5546823;-46.70347899999999
02136-000;-23.498731600000006;-46.5826396;08011-000;-23.4977936;-46.4411451
04835-000;-23.7361067;-46.7055527;03421-000;-23.5497277;-46.5441659
03257-000;-23.611393600000003;-46.52896610000001;03065-000;-23.5376468;-46.57929470000001
02017-000;-23.5000629;-46.6302681;04134-000;-23.6083611;-46.6219005
03905-000;-23.5789139;-46.5144605;03557-000;-23.5431289;-46.50483120000001
01309-000;-23.5569581;-46.65896770000001;03804-000;-23.5033948;-46.4831018
04821-000;-23.7261738;-46.6838141;08110-000;-23.4972827;-46.4020726
05581-000;-23.5661992;-46.71763379999999;04602-000;-23.6244649;-46.6834867
03976-000;-23.610073;-46.4947124;04194-000;-23.635277;-46.6156027
03058-000;-23.5379064;-46.58828200000001;04671-000;-23.653649100000006;-46.68456610000001
05382-000;-23.5751811;-46.7626237;04726-000;-23.6410851;-46.7116949
02722-000;-23.5027033;-46.6831026;02636-000;-23.4543475;-46.6451815
03620-000;-23.511072;-46.5084406;04532-000;-23.583260600000006;-46.6761363
03674-000;-23.5173699;-46.4978773;03907-000;-23.5866153;-46.5077454
02876-000;-23.4487513;-46.6913256;01135-000;-23.5232514;-46.6528609
05408-000;-23.556033600000006;-46.6792575;03220-000;-23.5901306;-46.5522611
03937-000;-23.5859836;-46.50101189999999;05409-000;-23.5586809;-46.6748032
08070-000;-23.4959432;-46.45973529999999;04187-000;-23.6486599;-46.59273560000001
02542-000;-23.4891956;-46.6586065;05074-000;-23.5189742;-46.7048158
03821-000;-23.4890401;-46.5030656;02420-000;-23.4748697;-46.6359062
03934-000;-23.590534100000006;-46.5016675;04140-000;-23.6074927;-46.6336828
03534-000;-23.5453005;-46.5111423;02346-000;-23.4673367;-46.6059169
05577-000;-23.5776147;-46.7243724;04134-000;-23.6083611;-46.6219005
08275-000;-23.568724300000003;-46.475454;05019-000;-23.5333315;-46.6812918
05075-000;-23.5213483;-46.7075223;03147-000;-23.5966519;-46.5698414
02122-000;-23.5061454;-46.5906823;04710-000;-23.6287453;-46.69368720000001
04045-000;-23.6093363;-46.63780260000001;04080-000;-23.6072353;-46.661869300000006
03626-000;-23.5133551;-46.5087983;05103-000;-23.5128232;-46.75423710000001
02521-000;-23.5025043;-46.66329320000001;03422-000;-23.5555167;-46.5453017
03572-000;-23.5728721;-46.4983075;02436-000;-23.4781648;-46.6340228
08062-000;-23.5085486;-46.4734814;02071-000;-23.5036939;-46.60940460000001
03821-000;-23.4890401;-46.5030656;04624-000;-23.6291517;-46.6687971
02122-000;-23.5061454;-46.5906823;03514-000;-23.5350463;-46.5207945
02017-000;-23.5000629;-46.6302681;05541-000;-23.5884137;-46.74307659999999
05776-000;-23.6424848;-46.74137279999999;04137-000;-23.6109819;-46.6205609
04833-000;-23.7383177;-46.70028920000001;05798-000;-23.656881100000003;-46.7678014
03373-000;-23.5748617;-46.5517619;08473-000;-23.5794706;-46.39410400000001
04165-000;-23.6239114;-46.6072005;01307-000;-23.5549068;-46.6554605
04904-000;-23.6702544;-46.7355044;03333-000;-23.5552839;-46.5736133
03179-000;-23.544665;-46.58603129999999;05018-000;-23.5348462;-46.6810331
05577-000;-23.5776147;-46.7243724;03251-000;-23.6084914;-46.5340351
03924-000;-23.6002014;-46.511939700000006;03578-000;-23.558406100000006;-46.5057796
01141-000;-23.5693989;-46.6466205;04536-000;-23.5814334;-46.6812093
03125-000;-23.5704815;-46.5876009;03421-000;-23.5497277;-46.5441659
02537-000;-23.4904855;-46.6533609;01152-000;-23.5295188;-46.6564836
04270-000;-23.5909812;-46.6132789;04660-000;-23.6612873;-46.6794586
03937-000;-23.5859836;-46.50101189999999;01311-000;-23.5699548;-46.6462049
08460-000;-23.5459902;-46.4029025;03032-000;-23.5321382;-46.62148679999999
04846-000;-23.7570314;-46.67657;04078-000;-23.6061529;-46.6590677
03278-000;-23.5803805;-46.548721;03801-000;-23.5034476;-46.48764600000001
04535-000;-23.5905489;-46.6759664;05046-000;-23.5307571;-46.6980173
05542-000;-23.5867992;-46.7503093;03156-000;-23.5811754;-46.5698414
03974-000;-23.6146043;-46.4835605;05711-000;-23.6110419;-46.7445093
03633-000;-23.529278;-46.5471732;04301-000;-23.6219797;-46.63050629999999
03934-000;-23.590534100000006;-46.5016675;01310-000;-23.5693989;-46.6466205
04195-000;-23.6569719;-46.61322879999999;01322-000;-23.563597;-46.6433796
04024-000;-23.5940537;-46.6436016;04268-000;-23.595946;-46.6097896
05577-000;-23.5776147;-46.7243724;01424-000;-23.5711412;-46.6580589
04173-000;-23.6402034;-46.61041210000001;04145-000;-23.6164129;-46.63158199999999
04054-000;-23.616044;-46.6429234;02927-000;-23.4977187;-46.70245569999999
03633-000;-23.529278;-46.5471732;05617-000;-23.5913355;-46.7211042
03758-000;-23.5045804;-46.50001899999999;02460-000;-23.491554500000003;-46.6364297
03912-000;-23.5815255;-46.522881;04559-000;-23.6130293;-46.6799419
04846-000;-23.7570314;-46.67657;02651-000;-23.4607672;-46.6590677
08151-000;-23.5076249;-46.4044739;05304-000;-23.5244609;-46.7354314
08295-000;-23.5472912;-46.45012020000001;04130-000;-23.604414;-46.6199696
03661-000;-23.524941100000003;-46.501423;04633-000;-23.6349683;-46.6652248
03813-000;-23.4890349;-46.4739139;04256-000;-23.6295049;-46.5908287
05586-000;-23.5733005;-46.7273775;05359-000;-23.571452;-46.74390560000001
01530-000;-23.5694946;-46.6308205;04671-000;-23.653649100000006;-46.68456610000001
03638-000;-23.5293142;-46.54001780000001;05632-000;-23.6019539;-46.73376029999999
02017-000;-23.5000629;-46.6302681;03507-000;-23.5373376;-46.5401735
04549-000;-23.6032927;-46.676712;04186-000;-23.6444714;-46.598018
03905-000;-23.5789139;-46.5144605;05791-000;-23.6459947;-46.782922
03281-000;-23.5819618;-46.5522873;04041-000;-23.6013552;-46.6397316
02122-000;-23.5061454;-46.5906823;05763-000;-23.6431842;-46.7619836
04833-000;-23.7383177;-46.70028920000001;04530-000;-23.5840174;-46.6736548
04162-000;-23.6279659;-46.6132254;04012-000;-23.5821128;-46.6456512
04602-000;-23.6244649;-46.6834867;04216-000;-23.591156;-46.5988416
02351-000;-23.4549684;-46.600414;04297-000;-23.6317848;-46.6046343
04618-000;-23.6268136;-46.67787740000001;04141-000;-23.608222100000006;-46.6291009
02119-000;-23.5175423;-46.58912479999999;03119-000;-23.5627417;-46.59630689999999
03564-000;-23.5368561;-46.4945015;03560-000;-23.5462072;-46.5009506
03253-000;-23.607202;-46.5317529;04088-000;-23.6030942;-46.6586742
08120-000;-23.5002972;-46.3936691;04531-000;-23.5810457;-46.6756578
04535-000;-23.5905489;-46.6759664;04272-000;-23.5955019;-46.61796870000001
08235-000;-23.5184016;-46.458015;08060-000;-23.5026551;-46.4531318
01530-000;-23.5694946;-46.6308205;03912-000;-23.5815255;-46.522881
02377-000;-23.4595464;-46.6312974;05350-000;-23.569893;-46.76019429999999
04243-000;-23.6261313;-46.58659;01420-000;-23.5657588;-46.6551785
08260-000;-23.5761294;-46.4444948;05386-000;-23.5665628;-46.757668
03380-000;-23.575588600000003;-46.5312685;01403-000;-23.5694873;-46.6541838
02537-000;-23.4904855;-46.6533609;03011-000;-23.5374349;-46.6162714
03311-000;-23.5477317;-46.5635172;01545-000;-23.578237;-46.6216472
08485-000;-23.596900100000006;-46.40456349999999;04116-000;-23.59211;-46.6274492
03905-000;-23.5789139;-46.5144605;05133-000;-23.5031572;-46.7467325
08215-000;-23.5392118;-46.4466061;03349-000;-23.5665625;-46.5617682
03053-000;-23.5426532;-46.60707619999999;04011-000;-23.5775708;-46.642701
05088-000;-23.5222855;-46.72725820000001;04088-000;-23.6030942;-46.6586742
03978-000;-23.616174800000003;-46.502007;04741-000;-23.650104100000004;-46.6964938
